Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value,Category
463,Lipid Biosynthetic Process (GO:0008610),0.05709835221449002,3.574074074074074,10.232502666312914,"['ACSL1', 'HSD3B1', 'FADS1']",0.22466905483270133,0,0,GO_Biological_Process_2023
464,Myeloid Leukocyte Differentiation (GO:0002573),0.05709835221449002,3.574074074074074,10.232502666312914,"['BATF2', 'IFI16', 'UBD']",0.22466905483270133,0,0,GO_Biological_Process_2023
465,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),0.058706587931243746,5.389071038251366,15.279112142102711,"['CENPE', 'CDC6']",0.22466905483270133,0,0,GO_Biological_Process_2023
466,Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),0.058706587931243746,5.389071038251366,15.279112142102711,"['ARG2', 'NOS2']",0.22466905483270133,0,0,GO_Biological_Process_2023
467,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.058706587931243746,5.389071038251366,15.279112142102711,"['CDC20', 'MAD2L1']",0.22466905483270133,0,0,GO_Biological_Process_2023
468,Gluconeogenesis (GO:0006094),0.058706587931243746,5.389071038251366,15.279112142102711,"['PPARGC1A', 'FBP1']",0.22466905483270133,0,0,GO_Biological_Process_2023
469,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),0.058706587931243746,5.389071038251366,15.279112142102711,"['ACOX2', 'ACSL1']",0.22466905483270133,0,0,GO_Biological_Process_2023
470,Neural Tube Closure (GO:0001843),0.058706587931243746,5.389071038251366,15.279112142102711,"['STIL', 'COBL']",0.22466905483270133,0,0,GO_Biological_Process_2023
471,Negative Regulation Of Catabolic Process (GO:0009895),0.05906074934968868,3.5220969762032563,9.964677017532434,"['IL1B', 'FBP1', 'MAD2L1']",0.22466905483270133,0,0,GO_Biological_Process_2023
472,Regulation Of Protein Kinase Activity (GO:0045859),0.059463806461468954,2.8227093065037727,7.96677931117991,"['CCNA2', 'CENPE', 'TRIB2', 'WARS1']",0.22466905483270133,0,0,GO_Biological_Process_2023
473,L-ascorbic Acid Metabolic Process (GO:0019852),0.06001119288942942,20.153061224489797,56.69507925869006,['SLC2A1'],0.22466905483270133,0,0,GO_Biological_Process_2023
474,Regulation Of Guanylate Cyclase Activity (GO:0031282),0.06001119288942942,20.153061224489797,56.69507925869006,['NOS2'],0.22466905483270133,0,0,GO_Biological_Process_2023
475,Regulation Of Hydrogen Peroxide Metabolic Process (GO:0010310),0.06001119288942942,20.153061224489797,56.69507925869006,['MMP3'],0.22466905483270133,0,0,GO_Biological_Process_2023
476,Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084),0.06001119288942942,20.153061224489797,56.69507925869006,['IL1B'],0.22466905483270133,0,0,GO_Biological_Process_2023
477,Regulation Of Interleukin-1-Mediated Signaling Pathway (GO:2000659),0.06001119288942942,20.153061224489797,56.69507925869006,['IL1RN'],0.22466905483270133,0,0,GO_Biological_Process_2023
478,Regulation Of Mitotic Spindle Checkpoint (GO:1903504),0.06001119288942942,20.153061224489797,56.69507925869006,['CCNB1'],0.22466905483270133,0,0,GO_Biological_Process_2023
479,Regulation Of Monoatomic Anion Transport (GO:0044070),0.06001119288942942,20.153061224489797,56.69507925869006,['PDZK1'],0.22466905483270133,0,0,GO_Biological_Process_2023
480,Astrocyte Differentiation (GO:0048708),0.06001119288942942,20.153061224489797,56.69507925869006,['S100A9'],0.22466905483270133,0,0,GO_Biological_Process_2023
481,Autocrine Signaling (GO:0035425),0.06001119288942942,20.153061224489797,56.69507925869006,['S100A9'],0.22466905483270133,0,0,GO_Biological_Process_2023
482,Regulation Of Protein Deubiquitination (GO:0090085),0.06001119288942942,20.153061224489797,56.69507925869006,['ZC3H12A'],0.22466905483270133,0,0,GO_Biological_Process_2023
483,Regulation Of Resting Membrane Potential (GO:0060075),0.06001119288942942,20.153061224489797,56.69507925869006,['KCNK5'],0.22466905483270133,0,0,GO_Biological_Process_2023
484,Regulation Of Ribonuclease Activity (GO:0060700),0.06001119288942942,20.153061224489797,56.69507925869006,['OAS2'],0.22466905483270133,0,0,GO_Biological_Process_2023
485,Cellular Response To Magnesium Ion (GO:0071286),0.06001119288942942,20.153061224489797,56.69507925869006,['FBP1'],0.22466905483270133,0,0,GO_Biological_Process_2023
486,Renal Filtration Cell Differentiation (GO:0061318),0.06001119288942942,20.153061224489797,56.69507925869006,['CD24'],0.22466905483270133,0,0,GO_Biological_Process_2023
487,Embryonic Hindlimb Morphogenesis (GO:0035116),0.06001119288942942,20.153061224489797,56.69507925869006,['OSR2'],0.22466905483270133,0,0,GO_Biological_Process_2023
488,Embryonic Skeletal Joint Development (GO:0072498),0.06001119288942942,20.153061224489797,56.69507925869006,['OSR2'],0.22466905483270133,0,0,GO_Biological_Process_2023
489,Glomerular Epithelial Cell Differentiation (GO:0072311),0.06001119288942942,20.153061224489797,56.69507925869006,['CD24'],0.22466905483270133,0,0,GO_Biological_Process_2023
490,Glutamate Catabolic Process (GO:0006538),0.06001119288942942,20.153061224489797,56.69507925869006,['GLUL'],0.22466905483270133,0,0,GO_Biological_Process_2023
491,Uridine Transport (GO:0015862),0.06001119288942942,20.153061224489797,56.69507925869006,['SLC28A3'],0.22466905483270133,0,0,GO_Biological_Process_2023
492,Heme Transport (GO:0015886),0.06001119288942942,20.153061224489797,56.69507925869006,['FLVCR2'],0.22466905483270133,0,0,GO_Biological_Process_2023
493,Xenobiotic Transport Across Blood-Brain Barrier (GO:1990962),0.06001119288942942,20.153061224489797,56.69507925869006,['ABCC1'],0.22466905483270133,0,0,GO_Biological_Process_2023
494,Inclusion Body Assembly (GO:0070841),0.06001119288942942,20.153061224489797,56.69507925869006,['UBD'],0.22466905483270133,0,0,GO_Biological_Process_2023
495,Interleukin-5-Mediated Signaling Pathway (GO:0038043),0.06001119288942942,20.153061224489797,56.69507925869006,['LYN'],0.22466905483270133,0,0,GO_Biological_Process_2023
496,Intracellular Oxygen Homeostasis (GO:0032364),0.06001119288942942,20.153061224489797,56.69507925869006,['SOD2'],0.22466905483270133,0,0,GO_Biological_Process_2023
497,Iron Coordination Entity Transport (GO:1901678),0.06001119288942942,20.153061224489797,56.69507925869006,['LCN2'],0.22466905483270133,0,0,GO_Biological_Process_2023
498,Leukocyte Apoptotic Process (GO:0071887),0.06001119288942942,20.153061224489797,56.69507925869006,['CTSL'],0.22466905483270133,0,0,GO_Biological_Process_2023
499,Mesenchymal Cell Differentiation Involved In Kidney Development (GO:0072161),0.06001119288942942,20.153061224489797,56.69507925869006,['STAT1'],0.22466905483270133,0,0,GO_Biological_Process_2023
500,Negative Regulation Of Actin Filament Depolymerization (GO:0030835),0.06001119288942942,20.153061224489797,56.69507925869006,['SCIN'],0.22466905483270133,0,0,GO_Biological_Process_2023
501,Negative Regulation Of Cardiac Muscle Cell Differentiation (GO:2000726),0.06001119288942942,20.153061224489797,56.69507925869006,['FZD7'],0.22466905483270133,0,0,GO_Biological_Process_2023
502,Negative Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569),0.06001119288942942,20.153061224489797,56.69507925869006,['IGFBP5'],0.22466905483270133,0,0,GO_Biological_Process_2023
503,Negative Regulation Of Monocyte Chemotaxis (GO:0090027),0.06001119288942942,20.153061224489797,56.69507925869006,['GREM1'],0.22466905483270133,0,0,GO_Biological_Process_2023
504,Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136),0.06001119288942942,20.153061224489797,56.69507925869006,['LYN'],0.22466905483270133,0,0,GO_Biological_Process_2023
505,Notochord Development (GO:0030903),0.06001119288942942,20.153061224489797,56.69507925869006,['STIL'],0.22466905483270133,0,0,GO_Biological_Process_2023
506,Nucleoside Transport (GO:0015858),0.06001119288942942,20.153061224489797,56.69507925869006,['SLC28A3'],0.22466905483270133,0,0,GO_Biological_Process_2023
507,Positive Regulation Of T-helper 1 Cell Cytokine Production (GO:2000556),0.06001119288942942,20.153061224489797,56.69507925869006,['IL1B'],0.22466905483270133,0,0,GO_Biological_Process_2023
508,Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925),0.06001119288942942,20.153061224489797,56.69507925869006,['HK2'],0.22466905483270133,0,0,GO_Biological_Process_2023
509,Positive Regulation Of Gap Junction Assembly (GO:1903598),0.06001119288942942,20.153061224489797,56.69507925869006,['AGT'],0.22466905483270133,0,0,GO_Biological_Process_2023
510,Positive Regulation Of Interleukin-18 Production (GO:0032741),0.06001119288942942,20.153061224489797,56.69507925869006,['GBP5'],0.22466905483270133,0,0,GO_Biological_Process_2023
511,Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712),0.06001119288942942,20.153061224489797,56.69507925869006,['NOS2'],0.22466905483270133,0,0,GO_Biological_Process_2023
512,Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986),0.06001119288942942,20.153061224489797,56.69507925869006,['LIPG'],0.22466905483270133,0,0,GO_Biological_Process_2023
513,Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767),0.06001119288942942,20.153061224489797,56.69507925869006,['PDZK1'],0.22466905483270133,0,0,GO_Biological_Process_2023
514,Positive Regulation Of Osteoblast Proliferation (GO:0033690),0.06001119288942942,20.153061224489797,56.69507925869006,['CCNA2'],0.22466905483270133,0,0,GO_Biological_Process_2023
515,Positive Regulation Of Sterol Transport (GO:0032373),0.06001119288942942,20.153061224489797,56.69507925869006,['LIPG'],0.22466905483270133,0,0,GO_Biological_Process_2023
516,Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065),0.06001119288942942,20.153061224489797,56.69507925869006,['SOD2'],0.22466905483270133,0,0,GO_Biological_Process_2023
517,Protein Modification By Small Protein Conjugation Or Removal (GO:0070647),0.06001119288942942,20.153061224489797,56.69507925869006,['UBD'],0.22466905483270133,0,0,GO_Biological_Process_2023
518,Purine Deoxyribonucleotide Catabolic Process (GO:0009155),0.06001119288942942,20.153061224489797,56.69507925869006,['PNP'],0.22466905483270133,0,0,GO_Biological_Process_2023
519,Purine Nucleobase Transmembrane Transport (GO:1904823),0.06001119288942942,20.153061224489797,56.69507925869006,['SLC28A3'],0.22466905483270133,0,0,GO_Biological_Process_2023
520,Purine Ribonucleoside Catabolic Process (GO:0046130),0.06001119288942942,20.153061224489797,56.69507925869006,['PNP'],0.22466905483270133,0,0,GO_Biological_Process_2023
521,Pyrimidine Nucleoside Transport (GO:0015864),0.06001119288942942,20.153061224489797,56.69507925869006,['SLC28A3'],0.22466905483270133,0,0,GO_Biological_Process_2023
522,Regulation Of T-helper 1 Cell Cytokine Production (GO:2000554),0.06001119288942942,20.153061224489797,56.69507925869006,['IL1B'],0.22466905483270133,0,0,GO_Biological_Process_2023
523,Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558),0.06001119288942942,20.153061224489797,56.69507925869006,['IL1B'],0.22466905483270133,0,0,GO_Biological_Process_2023
524,Regulation Of Protein Polymerization (GO:0032271),0.06200124242517812,5.214965626652565,14.500737880380722,"['TPPP3', 'PFN2']",0.2303575572457282,0,0,GO_Biological_Process_2023
525,Signal Transduction By P53 Class Mediator (GO:0072331),0.06200124242517812,5.214965626652565,14.500737880380722,"['GREM1', 'IFI16']",0.2303575572457282,0,0,GO_Biological_Process_2023
526,Positive Regulation Of Chromosome Organization (GO:2001252),0.06200124242517812,5.214965626652565,14.500737880380722,"['CDK1', 'NCAPG']",0.2303575572457282,0,0,GO_Biological_Process_2023
527,Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),0.06200124242517812,5.214965626652565,14.500737880380722,"['CCL2', 'PDZK1']",0.2303575572457282,0,0,GO_Biological_Process_2023
528,Regulation Of Cell Growth (GO:0001558),0.06215101236665275,2.2096153846153848,6.138727326368467,"['BST2', 'KIF14', 'S100A9', 'FBP1', 'AGT', 'S100A8']",0.2304766708596706,0,0,GO_Biological_Process_2023
529,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),0.0630796209377053,3.4225352112676055,9.457688434523192,"['CD274', 'PNP', 'IL1B']",0.23303754301137167,0,0,GO_Biological_Process_2023
530,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),0.0630796209377053,3.4225352112676055,9.457688434523192,"['GPR15LG', 'SUSD2', 'KIF14']",0.23303754301137167,0,0,GO_Biological_Process_2023
531,Receptor-Mediated Endocytosis (GO:0006898),0.06397365482477162,2.7505252836531726,7.5619749441710065,"['RAB31', 'CXCL8', 'CTSL', 'CXCR2']",0.23589532231055146,0,0,GO_Biological_Process_2023
532,Regulation Of Stress Fiber Assembly (GO:0051492),0.06513550904668619,3.3748285322359397,9.217619980645052,"['LPAR1', 'FERMT2', 'PFN2']",0.23698085825350132,0,0,GO_Biological_Process_2023
533,Regulation Of BMP Signaling Pathway (GO:0030510),0.06513550904668619,3.3748285322359397,9.217619980645052,"['CCNA2', 'GREM1', 'FOXD1']",0.23698085825350132,0,0,GO_Biological_Process_2023
534,Regulation Of DNA Replication (GO:0006275),0.06513550904668619,3.3748285322359397,9.217619980645052,"['CCNA2', 'CDC6', 'S100A11']",0.23698085825350132,0,0,GO_Biological_Process_2023
535,Apoptotic Mitochondrial Changes (GO:0008637),0.06535733577982161,5.051741803278689,13.78057367716148,"['SOD2', 'HK2']",0.23698085825350132,0,0,GO_Biological_Process_2023
536,Embryonic Skeletal System Development (GO:0048706),0.06535733577982161,5.051741803278689,13.78057367716148,"['OSR2', 'WNT5A']",0.23698085825350132,0,0,GO_Biological_Process_2023
537,Establishment Of Mitotic Spindle Localization (GO:0040001),0.06535733577982161,5.051741803278689,13.78057367716148,"['NUSAP1', 'MAD2L1']",0.23698085825350132,0,0,GO_Biological_Process_2023
538,Microtubule Polymerization (GO:0046785),0.06535733577982161,5.051741803278689,13.78057367716148,"['TPX2', 'TPPP3']",0.23698085825350132,0,0,GO_Biological_Process_2023
539,Positive Regulation Of Neuron Death (GO:1901216),0.06535733577982161,5.051741803278689,13.78057367716148,"['WNT5A', 'CCL3']",0.23698085825350132,0,0,GO_Biological_Process_2023
540,Regulation Of Blood Circulation (GO:1903522),0.06535733577982161,5.051741803278689,13.78057367716148,"['CYP2J2', 'AGT']",0.23698085825350132,0,0,GO_Biological_Process_2023
541,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),0.06644106877379917,2.169888888888889,5.883523329402361,"['LYN', 'DUSP5', 'STAT1', 'TNIP3', 'ZC3H12A', 'PLEK']",0.237344737837615,0,0,GO_Biological_Process_2023
542,Extracellular Matrix Organization (GO:0030198),0.06669913744544115,2.3759433161049235,6.43301682576837,"['GREM1', 'MMP12', 'MMP1', 'MMP3', 'TGFBI']",0.237344737837615,0,0,GO_Biological_Process_2023
543,Positive Regulation Of Interleukin-6 Production (GO:0032755),0.06722196297176802,3.328428885506511,8.98594337425135,"['NOS2', 'IL1B', 'WNT5A']",0.237344737837615,0,0,GO_Biological_Process_2023
544,Regulation Of Ras Protein Signal Transduction (GO:0046578),0.06722196297176802,3.328428885506511,8.98594337425135,"['KIF14', 'FOXM1', 'FBP1']",0.237344737837615,0,0,GO_Biological_Process_2023
545,Adherens Junction Organization (GO:0034332),0.0687728722813202,4.898410332836562,13.112779506162239,"['CDH3', 'FERMT2']",0.237344737837615,0,0,GO_Biological_Process_2023
546,Hexose Biosynthetic Process (GO:0019319),0.0687728722813202,4.898410332836562,13.112779506162239,"['PPARGC1A', 'FBP1']",0.237344737837615,0,0,GO_Biological_Process_2023
547,Liver Development (GO:0001889),0.0687728722813202,4.898410332836562,13.112779506162239,"['COBL', 'AURKA']",0.237344737837615,0,0,GO_Biological_Process_2023
548,Embryonic Organ Development (GO:0048568),0.06933867278260025,3.2832832832832834,8.762270403578965,"['STIL', 'CXCL8', 'COBL']",0.237344737837615,0,0,GO_Biological_Process_2023
549,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),0.07059777760542084,2.334621071207135,6.188512244881016,"['CCL8', 'CCL20', 'CCL3', 'CCL2', 'FERMT2']",0.237344737837615,0,0,GO_Biological_Process_2023
550,Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535),0.0715759226611596,16.121632653061223,42.51268948095528,['CXCL8'],0.237344737837615,0,0,GO_Biological_Process_2023
551,Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919),0.0715759226611596,16.121632653061223,42.51268948095528,['PLEK'],0.237344737837615,0,0,GO_Biological_Process_2023
552,Adherens Junction Maintenance (GO:0034334),0.0715759226611596,16.121632653061223,42.51268948095528,['FERMT2'],0.237344737837615,0,0,GO_Biological_Process_2023
553,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885),0.0715759226611596,16.121632653061223,42.51268948095528,['TAP2'],0.237344737837615,0,0,GO_Biological_Process_2023
554,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590),0.0715759226611596,16.121632653061223,42.51268948095528,['IFI30'],0.237344737837615,0,0,GO_Biological_Process_2023
555,Regulation Of Natural Killer Cell Chemotaxis (GO:2000501),0.0715759226611596,16.121632653061223,42.51268948095528,['CCL3'],0.237344737837615,0,0,GO_Biological_Process_2023
556,Regulation Of Nuclease Activity (GO:0032069),0.0715759226611596,16.121632653061223,42.51268948095528,['OAS2'],0.237344737837615,0,0,GO_Biological_Process_2023
557,Regulation Of Prostaglandin Biosynthetic Process (GO:0031392),0.0715759226611596,16.121632653061223,42.51268948095528,['IL1B'],0.237344737837615,0,0,GO_Biological_Process_2023
558,Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081),0.0715759226611596,16.121632653061223,42.51268948095528,['AGT'],0.237344737837615,0,0,GO_Biological_Process_2023
559,Cellular Response To Interleukin-9 (GO:0071355),0.0715759226611596,16.121632653061223,42.51268948095528,['STAT1'],0.237344737837615,0,0,GO_Biological_Process_2023
560,Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909),0.0715759226611596,16.121632653061223,42.51268948095528,['CDH3'],0.237344737837615,0,0,GO_Biological_Process_2023
561,Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459),0.0715759226611596,16.121632653061223,42.51268948095528,['SOD2'],0.237344737837615,0,0,GO_Biological_Process_2023
562,Copper Ion Import (GO:0015677),0.0715759226611596,16.121632653061223,42.51268948095528,['STEAP4'],0.237344737837615,0,0,GO_Biological_Process_2023
